Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2026-01-21,295.85321044921875,295.9824783152185,290.8517274732379,291.1003101864468,5185000
2026-01-20,289.69830322265625,299.8901945761001,288.51504706722744,299.6416118601624,7275500
2026-01-16,303.9371032714844,305.7070108484151,299.0748111855366,299.2935651712052,6199600
2026-01-15,296.2608947753906,310.11191650810326,295.3560500425833,307.24823874813507,4932500
2026-01-14,307.2780456542969,307.4371422235125,299.7907359503155,301.7793975486592,3779000
2026-01-13,301.44134521484375,311.0366318830463,300.1586499172368,309.8335000466853,4507800
2026-01-12,310.4101867675781,310.5593303210219,298.25946298574377,300.904386596897,3895200
2026-01-09,302.4953308105469,305.25956934523236,300.28791512136866,300.89444237128674,2718800
2026-01-08,301.0038146972656,301.9484410753453,293.3275798679554,293.3275798679554,3343300
2026-01-07,295.04779052734375,302.5848046734355,294.6699399665233,300.7850683449534,2833300
2026-01-06,300.7552490234375,301.32202488236146,292.7508979355974,293.3275964685693,4147300
2026-01-05,293.2977600097656,297.4938372384619,292.5818406133436,294.09321251931533,4190000
2026-01-02,289.8474426269531,295.88303816606697,287.3616155032228,295.87308514730984,4662800
2025-12-31,294.5307312011719,300.138771734273,294.19266235510514,300.04928559954084,3430100
2025-12-30,300.3376159667969,304.5038645845904,300.2879115629749,304.4143784509696,1883700
2025-12-29,304.0066833496094,308.2425421880028,302.0279748051802,302.9228664393932,4664500
2025-12-26,303.3603820800781,304.0166440536435,301.9484493279629,302.9626558264359,2814700
2025-12-24,302.8334045410156,303.42005610754575,300.5862070853206,302.03795199019476,1210600
2025-12-23,302.0578308105469,303.4001835554529,298.9455703288565,299.6316610574846,2923000
2025-12-22,301.07342529296875,301.4611985178911,296.6287654937628,299.32339341037056,2612100
2025-12-19,299.2737121582031,305.12035210585964,297.40436529257227,298.64727886338324,11031000
2025-12-18,298.7467041015625,302.7240273428837,294.02363275249365,301.43137908271336,5411700
2025-12-17,301.6004333496094,304.51381538636446,301.36177331712236,302.06777005149524,3131000
2025-12-16,301.4612121582031,305.63741375988633,298.71687971626176,305.57775633796814,3366900
2025-12-15,306.91015625,309.5948312721947,304.613254470587,307.2382720708153,3566700
2025-12-12,307.4868469238281,309.2865832445091,301.6103482536756,308.80932388096716,2953400
2025-12-11,308.9783630371094,311.66306850832825,306.6516324561856,310.2312296362875,2755700
2025-12-10,310.8974304199219,312.9059677495568,304.91153947110547,308.47126079484246,3411500
2025-12-09,308.7198486328125,312.190053537352,306.9996453638947,307.87466135399,2935300
2025-12-08,307.42718505859375,313.5622193583429,306.20417761263207,307.8646930318936,3630200
2025-12-05,306.1942443847656,310.06217561219313,305.4385432284832,306.84055336836906,2344700
2025-12-04,306.2439270019531,307.85473800926525,300.8248424615862,301.16291128519526,2962500
2025-12-03,300.9043884277344,302.24674110603235,297.21542957546126,301.1629241516555,3953400
2025-12-02,300.06915283203125,308.7098900619631,299.8603518568767,305.25956091213766,4261100
2025-12-01,303.9371032714844,305.3788646976285,301.0833484397177,304.772337486428,3166600
2025-11-28,306.8305969238281,307.42720149609687,301.8788487665064,302.33623245593253,1689000
2025-11-26,301.49102783203125,304.86182374749,299.9299515665855,303.44986068582307,2196400
2025-11-25,302.75384521484375,304.26521706839424,295.375897514713,302.40582337477366,2825300
2025-11-24,302.3958740234375,305.43852380344947,295.82336208814814,297.4838775091296,6050600
2025-11-21,295.7537536621094,298.77652777099087,290.23522989571467,291.8162122161166,5710900
2025-11-20,288.753662109375,299.0052103667894,288.5150324244482,292.96964539201457,5597000
2025-11-19,286.8942565917969,289.45961663338187,286.4368729328999,288.8530894275149,3595900
2025-11-18,288.3062438964844,295.3162642949508,288.2764151845808,295.3162642949508,4861900
2025-11-17,295.48529052734375,304.2652179418335,294.8290285727878,303.8575386816745,3909700
2025-11-14,303.9570007324219,305.9754911492415,295.9029147581485,298.2992557540544,3592500
2025-11-13,303.1316833496094,312.81648630265965,301.95838024872097,310.5195845047326,5310200
2025-11-12,313.1943359375,323.05808078381216,312.7468749259152,318.076503956955,6042700
2025-11-11,311.94146728515625,316.1077158648289,306.68144873028876,307.24822458260365,4381900
2025-11-10,307.37750244140625,308.1829080073867,302.5052873147948,305.0806005910813,2975200
2025-11-07,302.9726257324219,306.55236138198666,299.2643310382849,306.2359129919906,5070800
2025-11-06,308.9454345703125,311.93183677928056,297.74142425385907,303.33848019107234,6818500
2025-11-05,303.3582458496094,303.7834865389988,296.37676607069244,298.02820644010944,4650400
2025-11-04,297.5041198730469,299.79832536777184,292.7080528365421,296.663567064063,5677300
2025-11-03,301.3409729003906,308.66856661361925,300.84653362293807,304.5745949107862,4958000
2025-10-31,303.99114990234375,310.0134164766329,298.2754332554519,308.53009869444804,7697500
2025-10-30,306.6116638183594,310.2606278800312,301.6277077524847,303.23958452822626,4694300
2025-10-29,304.7822570800781,310.834189129164,304.09992844923227,309.3113378523066,4135900
2025-10-28,309.0937805175781,315.7983759857661,307.94667776000705,309.1234456674214,6044800
2025-10-27,309.60797119140625,310.01341500465963,299.5115299851633,304.3767953878494,9868200
2025-10-24,304.04058837890625,307.2940072352449,279.0714051683192,280.61405328113483,16914200
2025-10-23,281.83038330078125,282.40391957436344,260.62882503400505,262.003380687208,16676400
2025-10-22,284.3124694824219,285.9540114270273,278.2209742519679,278.8538408044143,10538500
2025-10-21,278.9131774902344,282.136931157074,278.46820025836183,280.15917409583307,4081000
2025-10-20,280.4953918457031,282.32482318040616,277.8353061587508,278.1220893852513,3494300
2025-10-17,278.1517333984375,280.248150915506,272.2876913443745,273.07878204501986,5309600
2025-10-16,272.90081787109375,279.41752397111514,272.5349376317846,277.98363798542266,2956900
2025-10-15,277.6276550292969,282.27539632100536,273.91936043852263,275.2840176764361,3346800
